,鄉鎮,年度,月份,旬,平均值,
屏東縣,麟洛鄉,2015,2,2,16.6,11.7
屏東縣,麟洛鄉,2015,2,1,11.7,12.9
屏東縣,麟洛鄉,2015,1,3,12.9,14.3
屏東縣,麟洛鄉,2015,1,2,14.3,16.2
屏東縣,麟洛鄉,2015,1,1,16.2,20.1
屏東縣,麟洛鄉,2014,12,3,20.1,0
屏東縣,麟洛鄉,2014,12,2,0,0
屏東縣,麟洛鄉,2014,12,1,0,0
屏東縣,麟洛鄉,2014,11,3,0,21.6
屏東縣,麟洛鄉,2014,11,2,21.6,21.6
屏東縣,麟洛鄉,2014,11,1,21.6,18.9
屏東縣,麟洛鄉,2014,10,3,18.9,19.7
屏東縣,麟洛鄉,2014,10,2,19.7,22.9
屏東縣,麟洛鄉,2014,10,1,22.9,21.9
屏東縣,麟洛鄉,2014,9,3,21.9,23.4
屏東縣,麟洛鄉,2014,9,2,23.4,22.2
屏東縣,麟洛鄉,2014,9,1,22.2,22.7
屏東縣,麟洛鄉,2014,8,3,22.7,0
屏東縣,麟洛鄉,2014,8,2,0,21.1
屏東縣,麟洛鄉,2014,8,1,21.1,21.4
屏東縣,麟洛鄉,2014,7,3,21.4,17.6
屏東縣,麟洛鄉,2014,7,2,17.6,27.4
屏東縣,麟洛鄉,2014,7,1,27.4,0
屏東縣,麟洛鄉,2014,6,3,0,0
屏東縣,麟洛鄉,2014,6,2,0,26.3
屏東縣,麟洛鄉,2014,6,1,26.3,0
屏東縣,麟洛鄉,2014,5,3,0,23.8
屏東縣,麟洛鄉,2014,5,2,23.8,19.6
屏東縣,麟洛鄉,2014,5,1,19.6,18.4
屏東縣,麟洛鄉,2014,4,3,18.4,17.6
屏東縣,麟洛鄉,2014,4,2,17.6,18.4
屏東縣,麟洛鄉,2014,4,1,18.4,18.2
屏東縣,麟洛鄉,2014,3,3,18.2,18.4
屏東縣,麟洛鄉,2014,3,2,18.4,15.9
屏東縣,麟洛鄉,2014,3,1,15.9,15.4
屏東縣,麟洛鄉,2014,2,3,15.4,14.2
屏東縣,麟洛鄉,2014,2,2,14.2,13.4
屏東縣,麟洛鄉,2014,2,1,13.4,14.4
屏東縣,麟洛鄉,2014,1,3,14.4,16.6
屏東縣,麟洛鄉,2014,1,2,16.6,16
屏東縣,麟洛鄉,2014,1,1,16,20
屏東縣,麟洛鄉,2013,12,3,20,16
屏東縣,麟洛鄉,2013,12,2,16,17.3
屏東縣,麟洛鄉,2013,12,1,17.3,17.9
屏東縣,麟洛鄉,2013,11,3,17.9,18.4
屏東縣,麟洛鄉,2013,11,2,18.4,19.9
屏東縣,麟洛鄉,2013,11,1,19.9,22.2
屏東縣,麟洛鄉,2013,10,3,22.2,21.9
屏東縣,麟洛鄉,2013,10,2,21.9,19.1
屏東縣,麟洛鄉,2013,10,1,19.1,19.4
屏東縣,麟洛鄉,2013,9,3,19.4,20.9
屏東縣,麟洛鄉,2013,9,2,20.9,20.4
屏東縣,麟洛鄉,2013,9,1,20.4,25
屏東縣,麟洛鄉,2013,8,3,25,99999
屏東縣,麟洛鄉,2013,8,1,23.7,24.8
屏東縣,麟洛鄉,2013,7,3,24.8,19.4
屏東縣,麟洛鄉,2013,7,2,19.4,22.8
屏東縣,麟洛鄉,2013,7,1,22.8,22.6
屏東縣,麟洛鄉,2013,6,3,22.6,0
屏東縣,麟洛鄉,2013,6,2,0,99999
屏東縣,麟洛鄉,2013,5,3,18,20.1
屏東縣,麟洛鄉,2013,5,2,20.1,15.1
屏東縣,麟洛鄉,2013,5,1,15.1,17.3
屏東縣,麟洛鄉,2013,4,3,17.3,17.7
屏東縣,麟洛鄉,2013,4,2,17.7,14.9
屏東縣,麟洛鄉,2013,4,1,14.9,14.4
屏東縣,麟洛鄉,2013,3,3,14.4,13.6
屏東縣,麟洛鄉,2013,3,2,13.6,15.3
屏東縣,麟洛鄉,2013,3,1,15.3,15.3
屏東縣,麟洛鄉,2013,2,3,15.3,13.8
屏東縣,麟洛鄉,2013,2,2,13.8,12.8
屏東縣,麟洛鄉,2013,2,1,12.8,12
屏東縣,麟洛鄉,2013,1,3,12,10.2
屏東縣,麟洛鄉,2013,1,2,10.2,14.3
屏東縣,麟洛鄉,2013,1,1,14.3,99999
苗栗縣,三灣鄉,2016,5,3,116.86,86.8
苗栗縣,三灣鄉,2016,5,2,86.8,27.14
苗栗縣,三灣鄉,2016,5,1,27.14,17
苗栗縣,三灣鄉,2016,4,3,17,26.83
苗栗縣,三灣鄉,2016,4,2,26.83,99999
苗栗縣,三灣鄉,2016,3,1,9,5
苗栗縣,三灣鄉,2016,2,3,5,29.8
苗栗縣,三灣鄉,2016,2,2,29.8,99999
苗栗縣,三灣鄉,2016,1,3,4.6,2.4
苗栗縣,三灣鄉,2016,1,2,2.4,8.428571429
苗栗縣,三灣鄉,2016,1,1,8.428571429,29.11111111
苗栗縣,三灣鄉,2015,12,3,29.11111111,42.66666667
苗栗縣,三灣鄉,2015,12,2,42.66666667,16.33333333
苗栗縣,三灣鄉,2015,12,1,16.33333333,50
苗栗縣,三灣鄉,2015,11,3,50,160.7
苗栗縣,三灣鄉,2015,11,2,160.7,33.4
苗栗縣,三灣鄉,2015,11,1,33.4,75.6
苗栗縣,三灣鄉,2015,10,3,75.6,52.4
苗栗縣,三灣鄉,2015,10,2,52.4,57.6
苗栗縣,三灣鄉,2015,10,1,57.6,362.9
苗栗縣,三灣鄉,2015,9,3,362.9,142.4
苗栗縣,三灣鄉,2015,9,2,142.4,109
苗栗縣,三灣鄉,2015,9,1,109,99999
苗栗縣,三灣鄉,2015,8,2,73.6,155.3
苗栗縣,三灣鄉,2015,8,1,155.3,32.3
苗栗縣,三灣鄉,2015,7,3,32.3,27.2
苗栗縣,三灣鄉,2015,7,2,27.2,36.1
苗栗縣,三灣鄉,2015,7,1,36.1,99999
苗栗縣,三灣鄉,2015,6,2,90.1,222.4
苗栗縣,三灣鄉,2015,6,1,222.4,99999
苗栗縣,三灣鄉,2015,5,2,139.3,178.6
苗栗縣,三灣鄉,2015,5,1,178.6,52.9
苗栗縣,三灣鄉,2015,4,3,52.9,31.2
苗栗縣,三灣鄉,2015,4,2,31.2,36.5
苗栗縣,三灣鄉,2015,4,1,36.5,43.3
苗栗縣,三灣鄉,2015,3,3,43.3,7.5
苗栗縣,三灣鄉,2015,3,2,7.5,99999
苗栗縣,三灣鄉,2015,2,3,44.7,99999
苗栗縣,三灣鄉,2015,2,1,7.3,6.4
苗栗縣,三灣鄉,2015,1,3,6.4,20.9
苗栗縣,三灣鄉,2015,1,2,20.9,26.6
苗栗縣,三灣鄉,2015,1,1,26.6,2.6
苗栗縣,三灣鄉,2014,12,3,2.6,0
苗栗縣,三灣鄉,2014,12,2,0,0
苗栗縣,三灣鄉,2014,12,1,0,0
苗栗縣,三灣鄉,2014,11,3,0,146.1
苗栗縣,三灣鄉,2014,11,2,146.1,157.7
苗栗縣,三灣鄉,2014,11,1,157.7,179.6
苗栗縣,三灣鄉,2014,10,3,179.6,178.6
苗栗縣,三灣鄉,2014,10,2,178.6,82.3
苗栗縣,三灣鄉,2014,10,1,82.3,111
苗栗縣,三灣鄉,2014,9,3,111,318
苗栗縣,三灣鄉,2014,9,2,318,162.7
苗栗縣,三灣鄉,2014,9,1,162.7,61
苗栗縣,三灣鄉,2014,8,3,61,112
苗栗縣,三灣鄉,2014,8,2,112,106.2
苗栗縣,三灣鄉,2014,8,1,106.2,69.5
苗栗縣,三灣鄉,2014,7,3,69.5,99999
苗栗縣,三灣鄉,2014,7,1,30.4,63.5
苗栗縣,三灣鄉,2014,6,3,63.5,65.2
苗栗縣,三灣鄉,2014,6,2,65.2,153.2
苗栗縣,三灣鄉,2014,6,1,153.2,0
苗栗縣,三灣鄉,2014,5,3,0,214.17
苗栗縣,三灣鄉,2014,5,2,214.17,117.57
苗栗縣,三灣鄉,2014,5,1,117.57,21
苗栗縣,三灣鄉,2014,4,3,21,12.5
苗栗縣,三灣鄉,2014,4,2,12.5,14.17
苗栗縣,三灣鄉,2014,4,1,14.17,6.29
苗栗縣,三灣鄉,2014,3,3,6.29,1.71
苗栗縣,三灣鄉,2014,3,2,1.71,4.33
苗栗縣,三灣鄉,2014,3,1,4.33,11.9
苗栗縣,三灣鄉,2014,2,3,11.9,5.3
苗栗縣,三灣鄉,2014,2,2,5.3,99999
苗栗縣,三灣鄉,2014,1,2,2.7,26
苗栗縣,三灣鄉,2014,1,1,26,19.6
苗栗縣,三灣鄉,2013,12,3,19.6,99999
苗栗縣,三灣鄉,2013,12,1,3.7,99999
苗栗縣,三灣鄉,2013,11,2,26.3,63.1
苗栗縣,三灣鄉,2013,11,1,63.1,53.4
苗栗縣,三灣鄉,2013,10,3,53.4,78.57
苗栗縣,三灣鄉,2013,10,2,78.57,103.43
苗栗縣,三灣鄉,2013,10,1,103.43,181.88
苗栗縣,三灣鄉,2013,9,3,181.88,205.6
苗栗縣,三灣鄉,2013,9,2,205.6,107.43
苗栗縣,三灣鄉,2013,9,1,107.43,99999
苗栗縣,三灣鄉,2013,8,1,67.1,56.9
苗栗縣,三灣鄉,2013,7,3,56.9,32.5
苗栗縣,三灣鄉,2013,7,2,32.5,21.1
苗栗縣,三灣鄉,2013,7,1,21.1,26.1
苗栗縣,三灣鄉,2013,5,3,26.1,50.7
苗栗縣,三灣鄉,2013,5,2,50.7,38.6
苗栗縣,三灣鄉,2013,5,1,38.6,21
苗栗縣,三灣鄉,2013,4,3,21,29.4
苗栗縣,三灣鄉,2013,4,2,29.4,99999
苗栗縣,三灣鄉,2013,3,3,8.3,23.4
苗栗縣,三灣鄉,2013,3,2,23.4,41.7
苗栗縣,三灣鄉,2013,3,1,41.7,99999
苗栗縣,三灣鄉,2013,1,1,61.7,99999
苗栗縣,公館鄉,2016,5,1,1.11,0.67
苗栗縣,公館鄉,2016,4,3,0.67,0.56
苗栗縣,公館鄉,2016,4,2,0.56,99999
苗栗縣,公館鄉,2016,3,3,0.1,0.6
苗栗縣,公館鄉,2016,3,2,0.6,99999
苗栗縣,公館鄉,2015,6,1,11.7,8.8
苗栗縣,公館鄉,2015,4,3,8.8,9.7
苗栗縣,公館鄉,2015,4,2,9.7,24.6
苗栗縣,公館鄉,2015,4,1,24.6,13.6
苗栗縣,公館鄉,2015,3,3,13.6,99999
苗栗縣,公館鄉,2013,7,1,6.6,99999
苗栗縣,公館鄉,2013,6,2,5.8,99999
苗栗縣,公館鄉,2013,5,3,3.8,99999
苗栗縣,卓蘭鎮,2016,5,3,23.67,18
苗栗縣,卓蘭鎮,2016,5,2,18,16.22
苗栗縣,卓蘭鎮,2016,5,1,16.22,11
苗栗縣,卓蘭鎮,2016,4,3,11,9.33
苗栗縣,卓蘭鎮,2016,4,2,9.33,8.44
苗栗縣,卓蘭鎮,2016,4,1,8.44,99999
苗栗縣,卓蘭鎮,2016,3,2,1.3,0.2
苗栗縣,卓蘭鎮,2016,3,1,0.2,99999
苗栗縣,卓蘭鎮,2016,2,2,0,0.2
苗栗縣,卓蘭鎮,2016,2,1,0.2,99999
苗栗縣,卓蘭鎮,2016,1,2,1.2,0.777777778
苗栗縣,卓蘭鎮,2016,1,1,0.777777778,15.25
苗栗縣,卓蘭鎮,2015,12,3,15.25,14.57142857
苗栗縣,卓蘭鎮,2015,12,2,14.57142857,99999
苗栗縣,卓蘭鎮,2015,11,3,11.6,12.6
苗栗縣,卓蘭鎮,2015,11,2,12.6,13.2
苗栗縣,卓蘭鎮,2015,11,1,13.2,10.4
苗栗縣,卓蘭鎮,2015,10,3,10.4,12
苗栗縣,卓蘭鎮,2015,10,2,12,11.6
苗栗縣,卓蘭鎮,2015,10,1,11.6,11.6
苗栗縣,卓蘭鎮,2015,9,3,11.6,11.4
苗栗縣,卓蘭鎮,2015,9,2,11.4,10.9
苗栗縣,卓蘭鎮,2015,9,1,10.9,10.3
苗栗縣,卓蘭鎮,2015,8,3,10.3,9.8
苗栗縣,卓蘭鎮,2015,8,2,9.8,9.2
苗栗縣,卓蘭鎮,2015,8,1,9.2,10
苗栗縣,卓蘭鎮,2015,7,3,10,7.6
苗栗縣,卓蘭鎮,2015,7,2,7.6,15.9
苗栗縣,卓蘭鎮,2015,7,1,15.9,99999
苗栗縣,卓蘭鎮,2015,6,2,15.7,16.8
苗栗縣,卓蘭鎮,2015,6,1,16.8,14.6
苗栗縣,卓蘭鎮,2015,5,3,14.6,10.8
苗栗縣,卓蘭鎮,2015,5,2,10.8,11.4
苗栗縣,卓蘭鎮,2015,5,1,11.4,7.8
苗栗縣,卓蘭鎮,2015,4,3,7.8,6.9
苗栗縣,卓蘭鎮,2015,4,2,6.9,5.8
苗栗縣,卓蘭鎮,2015,4,1,5.8,6.3
苗栗縣,卓蘭鎮,2015,3,3,6.3,6.4
苗栗縣,卓蘭鎮,2015,3,2,6.4,5.4
苗栗縣,卓蘭鎮,2015,3,1,5.4,99999
苗栗縣,卓蘭鎮,2015,2,2,6.9,21
苗栗縣,卓蘭鎮,2015,2,1,21,10.1
苗栗縣,卓蘭鎮,2015,1,3,10.1,3
苗栗縣,卓蘭鎮,2015,1,2,3,99999
苗栗縣,卓蘭鎮,2014,12,3,1.7,0
苗栗縣,卓蘭鎮,2014,12,2,0,0
苗栗縣,卓蘭鎮,2014,12,1,0,0
苗栗縣,卓蘭鎮,2014,11,3,0,46.4
苗栗縣,卓蘭鎮,2014,11,2,46.4,102.9
苗栗縣,卓蘭鎮,2014,11,1,102.9,103.2
苗栗縣,卓蘭鎮,2014,10,3,103.2,57.1
苗栗縣,卓蘭鎮,2014,10,2,57.1,99999
苗栗縣,卓蘭鎮,2014,9,3,83.1,56.2
苗栗縣,卓蘭鎮,2014,9,2,56.2,77
苗栗縣,卓蘭鎮,2014,9,1,77,58.1
苗栗縣,卓蘭鎮,2014,8,3,58.1,26.7
苗栗縣,卓蘭鎮,2014,8,2,26.7,85.3
苗栗縣,卓蘭鎮,2014,8,1,85.3,99.4
苗栗縣,卓蘭鎮,2014,7,3,99.4,99999
苗栗縣,卓蘭鎮,2014,6,3,131.3,100.9
苗栗縣,卓蘭鎮,2014,6,2,100.9,99999
苗栗縣,卓蘭鎮,2014,3,1,54.22,99999
苗栗縣,卓蘭鎮,2013,11,1,68.2,99999
苗栗縣,卓蘭鎮,2013,10,2,212.22,99999
苗栗縣,卓蘭鎮,2013,8,1,66.7,52.1
苗栗縣,卓蘭鎮,2013,7,3,52.1,40
苗栗縣,卓蘭鎮,2013,7,2,40,99999
苗栗縣,卓蘭鎮,2013,6,2,51.1,99999
苗栗縣,卓蘭鎮,2013,5,3,35.8,99999
苗栗縣,卓蘭鎮,2013,4,1,8.4,13.3
苗栗縣,卓蘭鎮,2013,3,3,13.3,4.7
苗栗縣,卓蘭鎮,2013,3,2,4.7,99999
桃園市,大溪區,2016,5,3,13,13.89
桃園市,大溪區,2016,5,2,13.89,10.78
桃園市,大溪區,2016,5,1,10.78,9.22
桃園市,大溪區,2016,4,3,9.22,6.78
桃園市,大溪區,2016,4,2,6.78,2.56
桃園市,大溪區,2016,4,1,2.56,99999
桃園市,大溪區,2016,3,3,0,0.6
桃園市,大溪區,2016,3,2,0.6,0.8
桃園市,大溪區,2016,3,1,0.8,0
桃園市,大溪區,2016,2,3,0,0
桃園市,大溪區,2016,2,2,0,0
桃園市,大溪區,2016,2,1,0,0
桃園市,大溪區,2016,1,3,0,1
桃園市,大溪區,2016,1,2,1,99999
桃園市,大溪區,2016,1,1,1.625,99999
桃園市,大溪區,2015,12,3,0.333333333,0.5
桃園市,大溪區,2015,12,2,0.5,5.777777778
桃園市,大溪區,2015,12,1,5.777777778,10.9
桃園市,大溪區,2015,11,3,10.9,10.9
桃園市,大溪區,2015,11,2,10.9,12
桃園市,大溪區,2015,11,1,12,14.4
桃園市,大溪區,2015,10,3,14.4,16
桃園市,大溪區,2015,10,2,16,16.9
桃園市,大溪區,2015,10,1,16.9,18.3
桃園市,大溪區,2015,9,3,18.3,19.3
桃園市,大溪區,2015,9,2,19.3,19.2
桃園市,大溪區,2015,9,1,19.2,22.4
桃園市,大溪區,2015,8,3,22.4,23.1
桃園市,大溪區,2015,8,2,23.1,23.6
桃園市,大溪區,2015,8,1,23.6,22.2
桃園市,大溪區,2015,7,3,22.2,21.8
桃園市,大溪區,2015,7,2,21.8,20.1
桃園市,大溪區,2015,7,1,20.1,99999
桃園市,大溪區,2015,6,2,17.3,14.2
桃園市,大溪區,2015,6,1,14.2,13.6
桃園市,大溪區,2015,5,3,13.6,12.4
桃園市,大溪區,2015,5,2,12.4,11.3
桃園市,大溪區,2015,5,1,11.3,99999
桃園市,大溪區,2015,4,3,11.1,6.4
桃園市,大溪區,2015,4,2,6.4,3.6
桃園市,大溪區,2015,4,1,3.6,1.1
桃園市,大溪區,2015,3,3,1.1,0.7
桃園市,大溪區,2015,3,2,0.7,1.3
桃園市,大溪區,2015,3,1,1.3,1.9
桃園市,大溪區,2015,2,3,1.9,1.3
桃園市,大溪區,2015,2,2,1.3,1.2
桃園市,大溪區,2015,2,1,1.2,2.3
桃園市,大溪區,2015,1,3,2.3,3.9
桃園市,大溪區,2015,1,2,3.9,5.2
桃園市,大溪區,2015,1,1,5.2,5.1
桃園市,大溪區,2014,12,3,5.1,0
桃園市,大溪區,2014,12,2,0,0
桃園市,大溪區,2014,12,1,0,0
桃園市,大溪區,2014,11,3,0,9.4
桃園市,大溪區,2014,11,2,9.4,11.4
桃園市,大溪區,2014,11,1,11.4,11.4
桃園市,大溪區,2014,10,3,11.4,13.3
桃園市,大溪區,2014,10,2,13.3,15.6
桃園市,大溪區,2014,10,1,15.6,20.4
桃園市,大溪區,2014,9,3,20.4,23.3
桃園市,大溪區,2014,9,2,23.3,21.7
桃園市,大溪區,2014,9,1,21.7,22.2
桃園市,大溪區,2014,8,3,22.2,22.9
桃園市,大溪區,2014,8,2,22.9,22.7
桃園市,大溪區,2014,8,1,22.7,20.9
桃園市,大溪區,2014,7,3,20.9,20.8
桃園市,大溪區,2014,7,2,20.8,19.9
桃園市,大溪區,2014,7,1,19.9,15.4
桃園市,大溪區,2014,6,3,15.4,17.2
桃園市,大溪區,2014,6,2,17.2,15.6
桃園市,大溪區,2014,6,1,15.6,0
桃園市,大溪區,2014,5,3,0,13
桃園市,大溪區,2014,5,2,13,12.67
桃園市,大溪區,2014,5,1,12.67,13.67
桃園市,大溪區,2014,4,3,13.67,12
桃園市,大溪區,2014,4,2,12,11.56
桃園市,大溪區,2014,4,1,11.56,11.78
桃園市,大溪區,2014,3,3,11.78,11.44
桃園市,大溪區,2014,3,2,11.44,4.33
桃園市,大溪區,2014,3,1,4.33,4.4
桃園市,大溪區,2014,2,3,4.4,4.9
桃園市,大溪區,2014,2,2,4.9,6.8
桃園市,大溪區,2014,2,1,6.8,4
桃園市,大溪區,2014,1,3,4,2.4
桃園市,大溪區,2014,1,2,2.4,1.7
桃園市,大溪區,2014,1,1,1.7,0.9
桃園市,大溪區,2013,12,3,0.9,8.6
桃園市,大溪區,2013,12,2,8.6,11
桃園市,大溪區,2013,12,1,11,15.8
桃園市,大溪區,2013,11,3,15.8,11.3
桃園市,大溪區,2013,11,2,11.3,11.2
桃園市,大溪區,2013,11,1,11.2,8.2
桃園市,大溪區,2013,10,3,8.2,9.67
桃園市,大溪區,2013,10,2,9.67,9.78
桃園市,大溪區,2013,10,1,9.78,11.11
桃園市,大溪區,2013,9,3,11.11,14
桃園市,大溪區,2013,9,2,14,15.33
桃園市,大溪區,2013,9,1,15.33,17
桃園市,大溪區,2013,8,3,17,99999
桃園市,大溪區,2013,8,1,11.3,8.3
桃園市,大溪區,2013,7,3,8.3,6.9
桃園市,大溪區,2013,7,2,6.9,6.2
桃園市,大溪區,2013,7,1,6.2,5.3
桃園市,大溪區,2013,6,3,5.3,4.8
桃園市,大溪區,2013,6,2,4.8,99999
桃園市,大溪區,2013,5,3,3.2,3.1
桃園市,大溪區,2013,5,2,3.1,2.1
桃園市,大溪區,2013,5,1,2.1,1.7
桃園市,大溪區,2013,4,3,1.7,1.4
桃園市,大溪區,2013,4,2,1.4,1.4
桃園市,大溪區,2013,4,1,1.4,1.1
桃園市,大溪區,2013,3,3,1.1,0.6
桃園市,大溪區,2013,3,2,0.6,0
桃園市,大溪區,2013,3,1,0,0
桃園市,大溪區,2013,2,3,0,0
桃園市,大溪區,2013,2,2,0,0
桃園市,大溪區,2013,2,1,0,0
桃園市,大溪區,2013,1,3,0,0
桃園市,大溪區,2013,1,2,0,0
桃園市,大溪區,2013,1,1,0,99999
桃園市,復興區,2016,5,3,8,12
桃園市,復興區,2016,5,2,12,7.33
桃園市,復興區,2016,5,1,7.33,10.44
桃園市,復興區,2016,4,3,10.44,17
桃園市,復興區,2016,4,2,17,7.56
桃園市,復興區,2016,4,1,7.56,99999
桃園市,復興區,2016,3,3,9.8,9.7
桃園市,復興區,2016,3,2,9.7,18.6
桃園市,復興區,2016,3,1,18.6,17.3
桃園市,復興區,2016,2,3,17.3,20.7
桃園市,復興區,2016,2,2,20.7,18.6
桃園市,復興區,2016,2,1,18.6,13
桃園市,復興區,2016,1,3,13,10.1
桃園市,復興區,2016,1,2,10.1,99999
桃園市,復興區,2016,1,1,11.55555556,99999
桃園市,復興區,2015,12,3,10.44444444,14.77777778
桃園市,復興區,2015,12,2,14.77777778,10.22222222
桃園市,復興區,2015,12,1,10.22222222,8.2
桃園市,復興區,2015,11,3,8.2,9.4
桃園市,復興區,2015,11,2,9.4,6.6
桃園市,復興區,2015,11,1,6.6,7.3
桃園市,復興區,2015,10,3,7.3,7.4
桃園市,復興區,2015,10,2,7.4,4.9
桃園市,復興區,2015,10,1,4.9,3.6
桃園市,復興區,2015,9,3,3.6,7.1
桃園市,復興區,2015,9,2,7.1,8.3
桃園市,復興區,2015,9,1,8.3,3.2
桃園市,復興區,2015,8,3,3.2,10.7
桃園市,復興區,2015,8,2,10.7,2.7
桃園市,復興區,2015,8,1,2.7,2.2
桃園市,復興區,2015,7,3,2.2,1.8
桃園市,復興區,2015,7,2,1.8,1.2
桃園市,復興區,2015,7,1,1.2,99999
桃園市,復興區,2015,6,2,2.1,2.2
桃園市,復興區,2015,6,1,2.2,1.9
桃園市,復興區,2015,5,3,1.9,1
桃園市,復興區,2015,5,2,1,1.4
桃園市,復興區,2015,5,1,1.4,99999
桃園市,復興區,2015,4,3,0.7,0.7
桃園市,復興區,2015,4,2,0.7,1.7
桃園市,復興區,2015,4,1,1.7,2.6
桃園市,復興區,2015,3,3,2.6,0.7
桃園市,復興區,2015,3,2,0.7,1.8
桃園市,復興區,2015,3,1,1.8,1
桃園市,復興區,2015,2,3,1,0.6
桃園市,復興區,2015,2,2,0.6,1
桃園市,復興區,2015,2,1,1,0.8
桃園市,復興區,2015,1,3,0.8,1
桃園市,復興區,2015,1,2,1,99999
桃園市,復興區,2014,12,3,1.2,0
桃園市,復興區,2014,12,2,0,0
桃園市,復興區,2014,12,1,0,0
桃園市,復興區,2014,11,3,0,8.9
桃園市,復興區,2014,11,2,8.9,0.6
桃園市,復興區,2014,11,1,0.6,0.7
桃園市,復興區,2014,10,3,0.7,0.9
桃園市,復興區,2014,10,2,0.9,0.4
桃園市,復興區,2014,10,1,0.4,0.4
桃園市,復興區,2014,9,3,0.4,0.7
桃園市,復興區,2014,9,2,0.7,0.8
桃園市,復興區,2014,9,1,0.8,1.2
桃園市,復興區,2014,8,3,1.2,0.3
桃園市,復興區,2014,8,2,0.3,0.4
桃園市,復興區,2014,8,1,0.4,0.9
桃園市,復興區,2014,7,3,0.9,1.4
桃園市,復興區,2014,7,2,1.4,1.1
桃園市,復興區,2014,7,1,1.1,1
桃園市,復興區,2014,6,3,1,0.7
桃園市,復興區,2014,6,2,0.7,0.8
桃園市,復興區,2014,6,1,0.8,0
桃園市,復興區,2014,5,3,0,2.56
桃園市,復興區,2014,5,2,2.56,1.89
桃園市,復興區,2014,5,1,1.89,2.22
桃園市,復興區,2014,4,3,2.22,2
桃園市,復興區,2014,4,2,2,2.56
桃園市,復興區,2014,4,1,2.56,2.33
桃園市,復興區,2014,3,3,2.33,5
桃園市,復興區,2014,3,2,5,3.56
桃園市,復興區,2014,3,1,3.56,6.1
桃園市,復興區,2014,2,3,6.1,2.9
桃園市,復興區,2014,2,2,2.9,99999
桃園市,復興區,2014,1,2,5.4,4.4
桃園市,復興區,2014,1,1,4.4,3.6
桃園市,復興區,2013,12,3,3.6,4.4
桃園市,復興區,2013,12,2,4.4,2.2
桃園市,復興區,2013,12,1,2.2,1.9
桃園市,復興區,2013,11,3,1.9,3.4
桃園市,復興區,2013,11,2,3.4,2.7
桃園市,復興區,2013,11,1,2.7,5.6
桃園市,復興區,2013,10,3,5.6,5.33
桃園市,復興區,2013,10,2,5.33,4.11
桃園市,復興區,2013,10,1,4.11,5
桃園市,復興區,2013,9,3,5,5.22
桃園市,復興區,2013,9,2,5.22,5.22
桃園市,復興區,2013,9,1,5.22,5.56
桃園市,復興區,2013,8,3,5.56,99999
桃園市,復興區,2013,8,1,8.9,9
桃園市,復興區,2013,7,3,9,3.9
桃園市,復興區,2013,7,2,3.9,9.9
桃園市,復興區,2013,7,1,9.9,10
桃園市,復興區,2013,6,3,10,10.2
桃園市,復興區,2013,6,2,10.2,99999
桃園市,復興區,2013,5,3,22,13
桃園市,復興區,2013,5,2,13,13.4
桃園市,復興區,2013,5,1,13.4,6.3
桃園市,復興區,2013,4,3,6.3,6.4
桃園市,復興區,2013,4,2,6.4,10.3
桃園市,復興區,2013,4,1,10.3,5.6
桃園市,復興區,2013,3,3,5.6,12.9
桃園市,復興區,2013,3,2,12.9,4.2
桃園市,復興區,2013,3,1,4.2,8.7
桃園市,復興區,2013,2,3,8.7,5.3
桃園市,復興區,2013,2,2,5.3,2.7
桃園市,復興區,2013,2,1,2.7,3.4
桃園市,復興區,2013,1,3,3.4,7.8
桃園市,復興區,2013,1,2,7.8,12.9
桃園市,復興區,2013,1,1,12.9,99999
桃園市,龍潭區,2016,5,3,24.33,1.33
桃園市,龍潭區,2016,5,2,1.33,1.17
桃園市,龍潭區,2016,5,1,1.17,1.17
桃園市,龍潭區,2016,4,3,1.17,0.33
桃園市,龍潭區,2016,4,2,0.33,0.5
桃園市,龍潭區,2016,4,1,0.5,99999
桃園市,龍潭區,2016,3,3,0.2,0
桃園市,龍潭區,2016,3,2,0,0.2
桃園市,龍潭區,2016,3,1,0.2,0
桃園市,龍潭區,2016,2,3,0,0
桃園市,龍潭區,2016,2,2,0,0.2
桃園市,龍潭區,2016,2,1,0.2,0
桃園市,龍潭區,2016,1,3,0,0
桃園市,龍潭區,2016,1,2,0,99999
桃園市,龍潭區,2016,1,1,0.333333333,99999
桃園市,龍潭區,2015,12,3,14.33333333,10.77777778
桃園市,龍潭區,2015,12,2,10.77777778,1
桃園市,龍潭區,2015,12,1,1,1
桃園市,龍潭區,2015,11,3,1,1.3
桃園市,龍潭區,2015,11,2,1.3,1.8
桃園市,龍潭區,2015,11,1,1.8,1.8
桃園市,龍潭區,2015,10,3,1.8,1.7
桃園市,龍潭區,2015,10,2,1.7,2.2
桃園市,龍潭區,2015,10,1,2.2,3.7
桃園市,龍潭區,2015,9,3,3.7,3.7
桃園市,龍潭區,2015,9,2,3.7,4.5
桃園市,龍潭區,2015,9,1,4.5,3.2
桃園市,龍潭區,2015,8,3,3.2,9
桃園市,龍潭區,2015,8,2,9,8.7
桃園市,龍潭區,2015,8,1,8.7,9
桃園市,龍潭區,2015,7,3,9,6.3
桃園市,龍潭區,2015,7,2,6.3,5.2
桃園市,龍潭區,2015,7,1,5.2,99999
桃園市,龍潭區,2015,6,2,4.5,4.3
桃園市,龍潭區,2015,6,1,4.3,4.2
桃園市,龍潭區,2015,5,3,4.2,3.2
